Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
London (2012),2012,Aquatics,Swimming,Nikita Lobintsev,RUS,Men,4x100m freestyle relay men,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Sergei Fesikov,RUS,Men,4x100m freestyle relay men,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Iuliia Efimova,RUS,Women,200m breaststroke women,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Vladimir Morozov,RUS,Men,4x100m freestyle relay men,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Tatyana Chernova,RUS,Unknown,heptathlon,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,ARKHIPOVA Tatyana Petrova,RUS,Women,marathon women,Bronze,0,0,1
London (2012),2012,Weightlifting,Weightlifting,Ruslan Albegov,RUS,Men,+ 105kg men,Bronze,0,0,1
London (2012),2012,Cycling,Cycling Road,Alexander Kristoff,NOR,Men,individual road race men,Bronze,0,0,1
London (2012),2012,Equestrian,Dressage,Edward Gal,NED,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Dressage,GRUNSVEN Anky Van,NED,Unknown,team,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Juliette Haigh,NZL,Women,pair-oared shell with coxswain (2+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Rebecca Scown,NZL,Women,pair-oared shell with coxswain (2+) women,Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Sam Bewley,NZL,Men,"1980 yards Pursuit, Team men",Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Aaron Gate,NZL,Men,"1980 yards Pursuit, Team men",Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Westley Gough,NZL,Men,"1980 yards Pursuit, Team men",Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Marc Ryan,NZL,Men,"1980 yards Pursuit, Team men",Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Jesse Sergent,NZL,Men,"1980 yards Pursuit, Team men",Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Simon Van velthooven,NZL,Men,Keirin men,Bronze,0,0,1
London (2012),2012,Equestrian,Eventing,Andrew Nicholson,NZL,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Eventing,Jonathan Paget,NZL,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Eventing,Caroline Powell,NZL,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Eventing,Jonelle Richards,NZL,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Eventing,Mark Todd,NZL,Unknown,team,Bronze,0,0,1
London (2012),2012,Sailing,Sailing,Przemyslaw Miarczynski,POL,Men,RS:X - Windsurfer men,Bronze,0,0,1
London (2012),2012,Sailing,Sailing,-KLEPACKA Zofia Noceti,POL,Women,RS:X - Windsurfer women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Peter Taylor,NZL,Men,lightweight double sculls (2x) men,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Storm Uru,NZL,Men,lightweight double sculls (2x) men,Bronze,0,0,1
London (2012),2012,Canoe / Kayak,Canoe / Kayak F,Beata Mikolajczyk,POL,Women,K-2 500m (kayak double) women,Bronze,0,0,1
London (2012),2012,Canoe / Kayak,Canoe / Kayak F,Karolina Naja,POL,Women,K-2 500m (kayak double) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Julia Michalska,POL,Women,double sculls (2x) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Magdalena Fularczyk,POL,Women,double sculls (2x) women,Bronze,0,0,1
London (2012),2012,Weightlifting,Weightlifting,Bartlomiej Wojciech Bonk,POL,Men,+ 105kg men,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Greco-Romano,Damian Janikowski,POL,Men,74 - 84kg men,Bronze,0,0,1
London (2012),2012,Weightlifting,Weightlifting,Chun Hwa Ryang,PRK,Women,48kg women,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Freestyle,Kyong Il Yang,PRK,Men,- 55kg men,Bronze,0,0,1
London (2012),2012,Weightlifting,Weightlifting,Razvan Constantin Martin,ROU,Men,69kg men,Bronze,0,0,1
London (2012),2012,Shooting,Shooting,-ATTIYAH Nasser Al,QAT,Men,skeet (125 targets) men,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Mutaz Essa Barshim,QAT,Men,high jump men,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Javier Culson,PUR,Men,400m hurdles men,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Wilson Kipsang Kiprotich,KEN,Men,marathon men,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Timothy Kitum,KEN,Men,800m men,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Abel Kiprop Mutai,KEN,Men,3000m steeplechase men,Bronze,0,0,1
London (2012),2012,Football,Football,Sungdong Baek,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Seokho Hwang,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Dongwon Ji,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Sungryong Jung,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Wooyoung Jung,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Sungyueng Ki,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Bokyung Kim,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Changsoo Kim,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Hyunsung Kim,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Keehee Kim,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Younggwon Kim,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Jacheol Koo,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Bumyoung Lee,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Taehee Nam,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Jaesuk Oh,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Chuyoung Park,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Jongwoo Park,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Football,Football,Sukyoung Yun,KOR,Men,football men,Bronze,0,0,1
London (2012),2012,Badminton,Badminton,Jae Sung Chung,KOR,Men,doubles men,Bronze,0,0,1
London (2012),2012,Badminton,Badminton,Yong Dae Lee,KOR,Men,doubles men,Bronze,0,0,1
London (2012),2012,Gymnastics,Artistic Gymnastics,Diana Laura Bulimar,ROU,Women,"team, horizontal bar women",Bronze,0,0,1
London (2012),2012,Gymnastics,Artistic Gymnastics,Diana Maria Chelaru,ROU,Women,"team, horizontal bar women",Bronze,0,0,1
London (2012),2012,Gymnastics,Artistic Gymnastics,Larisa Andreea Iordache,ROU,Women,"team, horizontal bar women",Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Thomas Pkemei Longosiwa,KEN,Men,5000m team men,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Yuka Kato,JPN,Women,4x100m medley relay women,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Natsumi Hoshi,JPN,Women,200m butterfly women,Bronze,0,0,1
London (2012),2012,Boxing,Boxing,Ivan Dychko,KAZ,Men,+ 91kg (super heavyweight) men,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Freestyle,Guzel Manyurova,KAZ,Women,66 - 72kg (welterweight) women,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Greco-Romano,Danyal Gajiyev,KAZ,Men,74 - 84kg men,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Freestyle,Akzhurek Tanatarov,KAZ,Men,61 - 66kg (lightweight) men,Bronze,0,0,1
London (2012),2012,Fencing,Fencing,Hyun Hee Nam,KOR,Women,foil team women,Bronze,0,0,1
London (2012),2012,Fencing,Fencing,Hee Sook Jeon,KOR,Women,foil team women,Bronze,0,0,1
London (2012),2012,Fencing,Fencing,Ha Na Oh,KOR,Women,foil team women,Bronze,0,0,1
London (2012),2012,Fencing,Fencing,Gil Ok Jung,KOR,Women,foil team women,Bronze,0,0,1
London (2012),2012,Fencing,Fencing,Byungchul Choi,KOR,Men,foil individual men,Bronze,0,0,1
London (2012),2012,Fencing,Fencing,Jinsun Jung,KOR,Men,foil individual men,Bronze,0,0,1
London (2012),2012,Judo,Judo,Jun-Ho Cho,KOR,Men,61 - 66kg (middleweight) men,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Chantal Achterberg,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Claudia Belderbos,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Carline Bouw,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Sytske De groot,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Annemiek De haan,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Nienke Kingma,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,van DRIEL Roline Repelaer,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Anne Schellekens,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Jacobine Veenhoven,NED,Women,eight with coxswain (8+) women,Bronze,0,0,1
London (2012),2012,Archery,Archery,-HYUN Im Dong,KOR,Men,team round 60y men,Bronze,0,0,1
London (2012),2012,Archery,Archery,Bubmin Kim,KOR,Men,team round 60y men,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Kosuke Hagino,JPN,Men,400m individual medley men,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Haruka Ueda,JPN,Women,4x100m medley relay women,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Ryo Tateishi,JPN,Men,200m breaststroke men,Bronze,0,0,1
London (2012),2012,Boxing,Boxing,Marina Volnova,KAZ,Women,65.77 - 71.67kg (middleweight) women,Bronze,0,0,1
London (2012),2012,Judo,Judo,Rosalba Forciniti,ITA,Women,48 - 52kg (half-lightweight) women,Bronze,0,0,1
London (2012),2012,Fencing,Fencing,Aldo Montano,ITA,Men,sabre team men,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Linda Stahl,GER,Women,javelin throw women,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Betty Heidler,GER,Women,hammer throw women,Bronze,0,0,1
London (2012),2012,Athletics,Athletics,Raphael Holzdeppe,GER,Men,pole vault men,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Christina Giazitzidou,GRE,Women,lightweight double sculls (2x) women,Bronze,0,0,1
London (2012),2012,Rowing,Rowing,Alexandra Tsiavou,GRE,Women,lightweight double sculls (2x) women,Bronze,0,0,1
London (2012),2012,Judo,Judo,Ilias Iliadis,GRE,Men,81 - 90kg (middleweight) men,Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Wai Sze Lee,HKG,Women,Keirin women,Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Rene Enders,GER,Men,Team Sprint men,Bronze,0,0,1
London (2012),2012,Cycling,Cycling Track,Robert Forstemann,GER,Men,Team Sprint men,Bronze,0,0,1
London (2012),2012,Canoe / Kayak,Canoe / Kayak F,Max Hoff,GER,Men,C-1 1000m (canoe single) men,Bronze,0,0,1
London (2012),2012,Canoe / Kayak,Canoe / Kayak F,Martin Hollstein,GER,Men,C-2 1000m (canoe double) men,Bronze,0,0,1
London (2012),2012,Canoe / Kayak,Canoe / Kayak F,Andreas Ihle,GER,Men,C-2 1000m (canoe double) men,Bronze,0,0,1
London (2012),2012,Table Tennis,Table Tennis,Bastian Steger,GER,Men,team men,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Greco-Romano,Peter Modos,HUN,Men,- 55kg men,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Laszlo Cseh,HUN,Men,200m individual medley men,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Freestyle,Yogeshwar Dutt,IND,Men,- 60kg (featherweight) men,Bronze,0,0,1
London (2012),2012,Shooting,Shooting,Gagan Narang,IND,Men,10m air rifle (40 shots) men,Bronze,0,0,1
London (2012),2012,Boxing,Boxing,KOM MC Mary,IND,Women,- 51kg (flyweight) women,Bronze,0,0,1
London (2012),2012,Modern Pentathlon,Modern Pentathlon.,Adam Marosi,HUN,Men,Individual competition men,Bronze,0,0,1
London (2012),2012,Weightlifting,Weightlifting,YULI Irawan Eko,INA,Men,62kg men,Bronze,0,0,1
London (2012),2012,Judo,Judo,Eva Csernoviczki,HUN,Women,- 48kg (extra-lightweight) women,Bronze,0,0,1
London (2012),2012,Badminton,Badminton,Saina Nehwal,IND,Women,singles women,Bronze,0,0,1
London (2012),2012,Weightlifting,Weightlifting,Kianoush Rostami,IRI,Men,85kg men,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Freestyle,Komeil Ghasemi,IRI,Men,96 - 120kg men,Bronze,0,0,1
London (2012),2012,Wrestling,Wrestling Freestyle,Ehsan Naser Lashgari,IRI,Men,74 - 84kg men,Bronze,0,0,1
London (2012),2012,Aquatics,Swimming,Martina Grimaldi,ITA,Women,marathon 10km women,Bronze,0,0,1
London (2012),2012,Cycling,Mountain Bike,Marco Aurelio Fontana,ITA,Men,cross-country men,Bronze,0,0,1
London (2012),2012,Boxing,Boxing,Paddy Barnes,IRL,Men,- 48kg (light-flyweight) men,Bronze,0,0,1
London (2012),2012,Boxing,Boxing,Michael Conlan,IRL,Men,- 47.63kg (flyweight) men,Bronze,0,0,1
London (2012),2012,Equestrian,Jumping,'CONNOR Cian O,IRL,Unknown,individual,Bronze,0,0,1
London (2012),2012,Gymnastics,Artistic Gymnastics,Matteo Morandi,ITA,Men,rings men,Bronze,0,0,1
London (2012),2012,Equestrian,Jumping,SAUD HRH Prince Abdullah Al,KSA,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Jumping,DUHAMI Ramzy Al,KSA,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Jumping,Kamal Bahamdan,KSA,Unknown,team,Bronze,0,0,1
London (2012),2012,Equestrian,Jumping,Abdullah Waleed Sharbatly,KSA,Unknown,team,Bronze,0,0,1
London (2012),2012,Shooting,Shooting,Fehaid Aldeehani,KUW,Men,trap (125 targets) men,Bronze,0,0,1
